File,CircHead,CircNeck,CircChest,CircWaist,CircHips,CircBicepLeft,CircBicepRight,CircForearmLeft,CircForearmRight,CircThighLeft,CircThighRight,CircCalfLeft,CircCalfRight,CircFootLeft,CircFootRight,LenHead,LenNeck,LenTorso,LenHipdrop,LenUpperlegLeft,LenUpperlegRight,LenLowerlegLeft,LenLowerlegRight,LenFootLeft,LenFootRight,WidthShoulder,WidthHips,WidthFootLeft,WidthFootRight,LengthUpperArmLeft,LengthUpperArmRight,LengthLowerArmLeft,LengthLowerArmRight
SHAPE_1_HIGH_blended.obj,0.6075682249583583,0.47223262993408066,1.3778043390025843,1.4061096374899835,1.371363021399819,0.3890069849256794,0.39102697623812266,0.2980807043826404,0.3160754914751365,0.6156760479497789,0.5964146065696927,0.4368607249211118,0.4350032319160891,0.27721727205597624,0.2652937056629214,0.21870068622949038,0.10660876779491446,0.5459838812103339,0.24801123622529686,0.4662859041023007,0.4758173928832887,0.4884529231138861,0.46865238186874725,0.2867074947642632,0.27847992417587303,0.4769577682583648,0.4266331311513441,0.12648711648622557,0.1029440627574024,0.2987860277205077,0.2833581553687841,0.25480417311143083,0.2893665483396448
SHAPE_1_LOW_blended.obj,0.5780335068817403,0.35280755678297443,0.8302982313679493,0.7400045792205483,0.8530221556468957,0.24301538942099477,0.23796660745641396,0.21339796950282838,0.2299188151549481,0.40676777607532966,0.40354386148267796,0.30826561972182864,0.30869169846704164,0.24490221426282235,0.2401037272743503,0.21244061871614853,0.13325754442150728,0.5013987573284362,0.17223935682285277,0.4921756509115927,0.5074543878901826,0.49966263010980716,0.473866072920398,0.27668053350208793,0.2679051880218074,0.41965063786082824,0.2968715496557392,0.11446598841577352,0.09556830327048817,0.30196568912874855,0.28277192605525747,0.2574350689105896,0.29748680445861797
SHAPE_3_HIGH_blended.obj,0.5802904318575267,0.36849315494297,0.9121852027271824,0.7409215914869729,0.8821500739955822,0.2756929032041819,0.27617105287553895,0.23677598217103255,0.25505296411245315,0.4420769749090985,0.4364527117808363,0.3224028953592825,0.3242594708423297,0.24167999350450461,0.23003171902941355,0.2117879603152643,0.1330085903485185,0.47794678831696313,0.17444074915712784,0.47524071360679954,0.48853450779320595,0.4747437344246893,0.45118997049219745,0.2722564267928307,0.2619698558880391,0.4324967079920956,0.3017960363391143,0.11238025664679716,0.09403918846948864,0.2890158830652737,0.27072561587149446,0.24725812410111017,0.28130035698697575
SHAPE_3_LOW_blended.obj,0.6000813183424994,0.44651186323762354,1.1996157413270967,1.238243795850949,1.1390656905297551,0.33569590385910403,0.3351598245362345,0.2816482051488762,0.29180688884368133,0.5314411111423674,0.5239511978657232,0.3965124391033955,0.3929919583894437,0.2639103055591673,0.25108597495500257,0.21348248888199234,0.11407051617530278,0.513959421127291,0.22546917315289466,0.46597557847005244,0.47638916106766116,0.4821040976941598,0.463806600279416,0.28001736124390575,0.2703685499535773,0.4609118868102666,0.3676892905117036,0.12180304590608562,0.10015539888593124,0.2935587484695355,0.27807336306449776,0.254397058249501,0.28929630426433034
SHAPE_4_HIGH_blended.obj,0.5857441564606387,0.3828569178971244,0.9415401815412237,0.8270125222418582,0.8939648781325027,0.28601324611706264,0.29169539738907757,0.24242166606560972,0.2589272609683981,0.4534422287723778,0.45028138354330244,0.3357127835497303,0.3388985097553701,0.248321453806782,0.24174166443770573,0.21265443353772334,0.13535222140585648,0.4651370702255412,0.17849818559091854,0.47807502493463305,0.4903246836056696,0.48125666745329354,0.4578268322193447,0.2713811874209412,0.26212523435564156,0.4543468631662378,0.29055326267829107,0.11689330059930722,0.09812003426925613,0.2873867134211323,0.2692222409738839,0.25105653166169567,0.2885249520353482
SHAPE_4_LOW_blended.obj,0.6054974664317281,0.45520157339287187,1.3081983775271604,1.3326647666303495,1.340134181550952,0.3774127373969152,0.37537695522236353,0.2889935832396203,0.30697935640206203,0.5984684423902714,0.5783385110156258,0.422431739640406,0.4206617564918996,0.2703627576960465,0.25850159818093277,0.2183496684935656,0.11252451435353987,0.539586299356507,0.24292337413163845,0.48558999551962556,0.498627134958578,0.49648060666329163,0.4745369001226353,0.28636765876404413,0.27792830066223917,0.46397707271049504,0.4298276696607607,0.12190168895056376,0.10184524584387825,0.3048497198260152,0.2863387780549467,0.26204299245734464,0.2986984016445351
SHAPE_8_HIGH_blended.obj,0.5938958660689991,0.41683340834538657,1.1464741175634945,1.0252977268421042,0.9867063815274619,0.315244283681676,0.3207305022933716,0.2628056784181376,0.2818783558891465,0.48607207801600877,0.477541030441798,0.36268895421730846,0.3608682334270472,0.2584443580625627,0.24479730431902205,0.21339411453341448,0.11976172823673682,0.4873579579859653,0.20608417295246134,0.46982046263599464,0.4807728212188684,0.4801614808910643,0.4574168432127856,0.2765352127758778,0.26705620685166637,0.4580554491008703,0.3323962590433292,0.12179009072991119,0.09821582563925227,0.29042047366189594,0.2708262694440848,0.24708236745061354,0.2810374221682942
SHAPE_8_LOW_blended.obj,0.5863572479400572,0.38727932102709484,0.9729043064469258,0.9610185739361843,1.0674150917672225,0.2928420071792306,0.2949464145403157,0.2459249289744556,0.2631682476840353,0.4875597949679512,0.47916956109317066,0.367319786852718,0.3651114688093931,0.25583855270171374,0.24414164880745998,0.21087847638450444,0.1332514462857721,0.5006127159614006,0.1904098016942668,0.4709466093701599,0.4845243775397168,0.48100379323582265,0.4577318027964083,0.2750780427097009,0.2661906505514422,0.43582683510082304,0.35340613495665296,0.11804338695157811,0.09666259873911935,0.2899834717738237,0.272328814946197,0.25157585740686644,0.28852368628242636
SHAPE_9_HIGH_blended.obj,0.5860769872654348,0.37828977491258614,0.939744218046167,0.8491625303850446,0.9385809146358086,0.28836232840537246,0.29213355117906126,0.24306167205758342,0.2620108164662313,0.4612552720491382,0.45632400334810796,0.34694709905626486,0.3463182177225099,0.2500515567465555,0.23895066728237838,0.21770369223844127,0.14294696653654465,0.4870953170443132,0.17562972559549822,0.4579420460729719,0.47165420400781966,0.4538634108236751,0.43383887369304514,0.26842216981836653,0.25886041872213683,0.4337676836983133,0.32270881448606265,0.11768571022855748,0.09582577067782967,0.2652398737822049,0.2480504292659055,0.22886013828100338,0.26048935135816975
SHAPE_9_LOW_blended.obj,0.5806036338154767,0.39516415022680157,1.0189089448309359,0.9602887071981843,0.9775347768932585,0.2884481239807034,0.29130715079885516,0.2484383736586978,0.2641700308872087,0.4617779394233391,0.4552001770491108,0.34466168284303633,0.3447862801365645,0.2503279914334038,0.2427126658511987,0.20673373486504323,0.11510099098400503,0.4667167801614272,0.19792760172219537,0.4898212774155488,0.5059623058314225,0.49849785049285816,0.4729320613801205,0.2819000591220229,0.2710218842916564,0.4401377733312605,0.32809470551351483,0.11693224407322388,0.09786868776580177,0.3099106917823263,0.29164803544340906,0.26907571130445795,0.3075486563976504
